ProductId,Rating,CorrectUserAttributes,IncorrectUserAttributes
54,3.5,work code1 data_intensive scientist industry1,
55,3.0,work code1 data_intensive engineer,
56,2.5,work code1 data_intensive engineer school,
57,4.5,work code1 data_intensive engineer school,
58,4.0,work code1 data_intensive engineer school,
59,5.0,work code1 data_intensive engineer school,
60,5.0,work code1 data_intensive engineer industry2,
61,1.5,code1 data_intensive engineer industry2,
62,2.5,work code1 data_intensive engineer,
63,4.0,work code1 data_intensive engineer industry2,
64,4.5,work code1 data_intensive engineer,
65,4.5,work admin advance_usage comm high_end_user,
66,3.5,admin advance_usage comm high_end_user,
67,2.0,admin advance_usage comm high_end_user,
68,3.5,work admin advance_usage comm high_end_user,
69,3.0,work admin advance_usage comm high_end_user,
70,4.5,work admin advance_usage comm high_end_user,
71,5.0,work admin advance_usage comm low_end_user,
72,5.0,work admin advance_usage comm low_end_user,
73,4.5,work admin advance_usage comm,
74,3.0,work advance_usage comm low_end_user,
75,4.0,work admin advance_usage comm low_end_user,high_end_user
76,3.0,work admin advance_usage data operator,
77,5.0,work admin advance_usage data operator,
78,4.0,admin advance_usage data operator,
79,3.5,work admin advance_usage data operator,
80,4.5,work admin advance_usage data operator,
81,2.5,work admin advance_usage data system_admin,
82,1.5,work admin advance_usage data system_admin,
83,5.0,work admin advance_usage data system_admin,
84,5.0,work admin advance_usage data system_admin,
85,3.0,work admin advance_usage data system_admin,operator
86,2.0,work admin advance_usage system_admin,
87,4.5,work admin simple_usage word_processing student,industry3
88,5.0,work admin simple_usage word_processing student,
89,2.0,work admin simple_usage word_processing student,
90,2.0,work admin simple_usage word_processing student,
91,1.5,work admin simple_usage word_processing student,
92,4.5,work admin simple_usage word_processing industry3,
93,3.0,work admin simple_usage word_processing industry3,
94,3.0,work admin simple_usage word_processing industry3,
95,1.5,work admin simple_usage word_processing industry3,large_business
96,3.5,work admin simple_usage word_processing industry3,
97,5.0,work admin simple_usage pos small_business,
98,4.0,work admin simple_usage pos small_business,
99,5.0,work admin simple_usage pos small_business,
100,3.5,work admin simple_usage pos,
101,4.0,work admin simple_usage pos small_business,
102,5.0,work admin simple_usage small_business,
103,3.0,admin simple_usage pos large_business,
104,3.5,work admin simple_usage pos large_business,
105,5.0,work admin simple_usage pos large_business,
106,5.0,work admin simple_usage pos large_business,
107,2.5,work admin simple_usage pos large_business,
108,4.5,casual gaming hardcore repetitive,
109,4.0,casual hardcore repetitive,
110,1.0,casual gaming hardcore repetitive,
111,4.5,gaming hardcore repetitive,
112,2.0,casual gaming hardcore repetitive,
113,3.5,gaming hardcore repetitive,
114,5.0,casual gaming hardcore strategic,
115,3.0,casual gaming hardcore strategic,
116,3.5,casual gaming hardcore strategic,
117,2.0,casual gaming hardcore strategic,
118,4.0,casual gaming hardcore strategic,
119,4.5,casual gaming softcore real_time,
120,2.5,casual gaming softcore real_time,
121,2.0,casual gaming softcore real_time,
122,4.0,casual gaming softcore real_time,
123,5.0,casual gaming softcore real_time,
124,5.0,casual gaming softcore casino_games,
125,3.0,casual gaming softcore casino_games,
126,2.5,casual gaming softcore casino_games,
127,1.5,casual gaming softcore casino_games,
128,2.0,casual gaming softcore casino_games,
129,3.0,casual applications browsing media pictures,online_gaming
130,5.0,casual applications browsing media pictures,
131,2.0,casual applications browsing media pictures,
132,2.5,casual applications browsing media pictures,
133,3.5,casual applications browsing media pictures,
134,4.0,casual applications browsing media pictures,
135,4.5,casual applications browsing media video,social
136,3.0,casual applications browsing media video,
137,3.0,casual applications browsing media video,
138,2.5,casual applications browsing media video,
139,3.0,casual applications browsing media video,
140,2.5,casual applications browsing media video,
141,1.5,casual applications browsing website online_gaming,
142,5.0,casual applications browsing website online_gaming,
143,4.0,casual applications browsing website online_gaming,
144,4.5,casual applications browsing website online_gaming,social
145,2.0,casual browsing website online_gaming,
146,2.0,casual applications browsing website social,
147,2.0,casual applications browsing website social,
148,2.0,casual applications browsing website social,
149,4.5,casual applications browsing website social,
150,3.5,casual applications browsing website social,
151,3.5,casual applications browsing website social,
152,1.0,work code1 graphic_intensive game_dev graphic_design,
153,2.5,code1 graphic_intensive game_dev graphic_design,vector
154,5.0,work code1 graphic_intensive game_dev graphic_design,
155,5.0,work code1 graphic_intensive game_dev graphic_design,
156,2.5,work code1 graphic_intensive game_dev graphic_design,
157,3.0,work code1 graphic_intensive game_engine,
158,4.5,work code1 graphic_intensive game_dev game_engine,
159,2.0,work code1 game_dev game_engine,
160,2.0,work code1 graphic_intensive game_dev game_engine,
161,5.0,work code1 graphic_intensive game_dev game_engine,
162,3.5,work code1 graphic_intensive game_dev game_engine,
163,4.5,work code1 graphic_intensive artist vector,
164,5.0,work code1 graphic_intensive artist vector,
165,4.5,work code1 graphic_intensive artist vector,
166,1.5,work code1 graphic_intensive artist vector,
167,3.5,work code1 graphic_intensive vector,
168,2.0,work code1 graphic_intensive artist animator,
169,4.0,work code1 graphic_intensive artist animator,
170,3.5,work code1 graphic_intensive artist animator,
171,1.5,work code1 graphic_intensive artist animator,
172,5.0,work code1 graphic_intensive artist animator,
173,2.5,work code1 data_intensive scientist research,
174,3.0,work code1 data_intensive scientist research,
175,2.0,work code1 data_intensive scientist research,
176,1.5,work code1 data_intensive scientist research,
177,5.0,work code1 data_intensive scientist research,
178,5.0,work code1 data_intensive scientist industry1,
179,0.5,work code1 data_intensive scientist industry1,
180,5.0,work code1 scientist industry1,
181,1.5,work code1 data_intensive scientist industry1,
182,2.0,work code1 data_intensive scientist,
183,0.5,work code1 data_intensive engineer school,
184,3.0,work code1 data_intensive engineer school,
185,4.0,work code1 data_intensive engineer school,
186,0.5,work code1 data_intensive engineer school,
187,4.0,work code1 data_intensive engineer school,
188,0.5,work code1 data_intensive engineer industry2,
189,4.5,work code1 data_intensive engineer industry2,
190,3.5,work code1 data_intensive engineer industry2,
191,5.0,work code1 engineer industry2,
192,5.0,work code1 data_intensive engineer industry2,
193,2.0,work admin advance_usage comm high_end_user,
194,4.5,admin advance_usage comm high_end_user,
195,4.5,work admin advance_usage comm high_end_user,
196,2.5,work admin advance_usage comm high_end_user,
197,2.0,work admin advance_usage comm high_end_user,
198,5.0,work admin advance_usage comm high_end_user,
199,5.0,work admin advance_usage comm low_end_user,
200,3.5,work admin advance_usage comm low_end_user,
201,5.0,work admin advance_usage data operator,
202,5.0,work admin advance_usage data system_admin,
203,2.5,work admin simple_usage word_processing student,
204,3.0,work admin simple_usage word_processing industry3,
205,4.5,work admin simple_usage pos small_business,
206,5.0,work admin simple_usage pos large_business,
207,4.5,casual gaming hardcore repetitive,
208,4.0,casual gaming hardcore strategic,
209,3.0,casual gaming softcore real_time,
210,5.0,casual gaming softcore casino_games,
211,1.5,casual applications browsing media pictures,
212,1.5,casual applications browsing media video,
213,3.5,casual applications browsing website online_gaming,
214,5.0,casual applications browsing website social,
215,0.5,work code1 graphic_intensive game_dev graphic_design,
216,4.0,work code1 game_dev graphic_design,
217,3.5,work code1 graphic_intensive game_dev graphic_design,
218,5.0,work code1 graphic_intensive game_dev graphic_design,
219,3.0,work code1 game_dev graphic_design,
220,5.0,work code1 graphic_intensive game_dev game_engine,
221,3.5,work code1 graphic_intensive game_dev,
222,5.0,work code1 graphic_intensive game_dev game_engine,graphic_design
223,5.0,work code1 graphic_intensive game_dev game_engine,
224,5.0,work code1 graphic_intensive game_dev game_engine,
225,1.5,work code1 graphic_intensive game_dev game_engine,
226,3.5,work code1 graphic_intensive vector,operator
227,5.0,work code1 graphic_intensive artist vector,
228,0.5,work code1 graphic_intensive artist vector,
229,5.0,work code1 graphic_intensive artist vector,
230,2.0,work code1 graphic_intensive artist vector,
231,3.5,work code1 graphic_intensive artist animator,
232,5.0,work code1 graphic_intensive artist animator,
233,4.5,work code1 graphic_intensive artist animator,
234,4.0,work code1 graphic_intensive animator,
235,4.0,work code1 graphic_intensive artist animator,
236,2.5,work code1 data_intensive scientist research,
237,2.5,code1 data_intensive scientist research,
238,5.0,work code1 data_intensive scientist research,
239,3.0,work code1 data_intensive scientist research,
240,5.0,work code1 data_intensive scientist research,
241,3.0,work code1 data_intensive scientist industry1,
242,5.0,work code1 data_intensive scientist industry1,
243,3.5,work data_intensive scientist industry1,
244,5.0,work data_intensive scientist industry1,
245,2.5,work code1 data_intensive scientist industry1,
246,4.0,work code1 data_intensive engineer school,
247,2.5,work code1 data_intensive engineer school,
248,1.5,work code1 data_intensive engineer school,
249,5.0,work data_intensive engineer school,
250,5.0,work code1 data_intensive engineer school,
251,0.5,work code1 data_intensive engineer industry2,
252,1.5,work code1 data_intensive engineer industry2,
253,4.0,work code1 data_intensive engineer industry2,
254,5.0,work code1 engineer industry2,
255,3.5,work code1 data_intensive engineer industry2,
256,1.5,work admin advance_usage comm high_end_user,
257,1.5,work admin advance_usage high_end_user,
258,2.0,work admin advance_usage comm high_end_user,
259,5.0,work admin advance_usage comm high_end_user,
260,3.5,work admin comm high_end_user,
261,2.5,work admin advance_usage comm high_end_user,low_end_user
262,1.5,work admin advance_usage comm low_end_user,
263,2.0,work admin advance_usage comm low_end_user,
264,5.0,work admin advance_usage comm low_end_user,
265,1.5,work admin advance_usage comm low_end_user,
266,5.0,work admin advance_usage comm low_end_user,high_end_user
267,4.0,work admin advance_usage data operator,
268,3.0,work admin advance_usage data operator,
269,1.5,work admin data operator,
270,1.5,work admin advance_usage operator,
271,5.0,work admin advance_usage data operator,
272,5.0,admin advance_usage data system_admin,
273,2.5,work admin advance_usage system_admin,
274,5.0,work admin advance_usage data system_admin,
275,2.5,work admin advance_usage system_admin,
276,4.0,work admin advance_usage data system_admin,
277,5.0,work admin advance_usage data system_admin,
278,2.5,work admin simple_usage word_processing student,
279,5.0,work admin simple_usage word_processing student,
280,1.5,work admin simple_usage word_processing student,
281,3.5,work admin simple_usage word_processing student,
282,1.0,work admin simple_usage word_processing student,
283,3.0,work admin simple_usage word_processing industry3,
284,1.5,work admin simple_usage word_processing industry3,
285,5.0,work admin simple_usage word_processing industry3,
286,1.5,work admin simple_usage word_processing industry3,
287,3.0,admin simple_usage word_processing industry3,
288,4.0,work admin simple_usage small_business,
289,3.0,work admin simple_usage pos small_business,
290,3.5,admin simple_usage pos small_business,
291,5.0,work admin simple_usage pos small_business,
292,1.5,work admin simple_usage pos small_business,
293,1.5,work admin simple_usage pos small_business,
294,4.5,work admin simple_usage large_business,
295,4.5,work admin simple_usage pos large_business,
296,5.0,work admin simple_usage pos large_business,industry3
297,5.0,work admin simple_usage pos large_business,
298,2.5,work admin simple_usage pos large_business,
299,4.0,casual gaming hardcore repetitive,
300,3.0,gaming hardcore repetitive,
301,5.0,casual gaming repetitive,
302,2.5,gaming hardcore repetitive,
303,2.0,casual gaming repetitive,
304,2.5,casual gaming hardcore repetitive,
305,4.0,casual gaming hardcore strategic,
306,2.5,casual gaming hardcore strategic,
307,5.0,casual gaming hardcore strategic,
308,4.5,casual gaming hardcore strategic,
309,1.5,casual gaming hardcore strategic,
310,4.0,casual gaming softcore real_time,
311,5.0,casual gaming softcore real_time,
312,5.0,casual gaming softcore real_time,
313,5.0,gaming softcore real_time,
314,3.5,casual gaming softcore real_time,
315,5.0,casual gaming softcore casino_games,
316,4.0,casual gaming softcore casino_games,
317,5.0,casual gaming softcore casino_games,
318,0.5,casual gaming softcore casino_games,
319,4.5,casual gaming softcore casino_games,
320,2.5,casual applications browsing media pictures,
321,3.5,casual browsing media pictures,
322,3.0,casual applications browsing media pictures,
323,1.5,casual applications browsing media pictures,
324,5.0,casual applications browsing pictures,
325,5.0,casual applications browsing media pictures,
326,4.0,casual applications browsing media video,
327,4.5,casual applications browsing media video,pictures
328,1.5,casual applications browsing media video,
329,1.5,casual applications browsing media video,
330,4.5,casual applications browsing media video,pictures
331,2.5,casual applications browsing media video,
332,5.0,applications browsing website online_gaming,
333,4.5,casual applications browsing website online_gaming,
334,1.5,casual applications browsing website online_gaming,
335,4.0,casual applications browsing website online_gaming,
336,3.5,casual applications browsing website online_gaming,
337,2.5,casual applications browsing website social,
338,5.0,casual applications browsing website social,
339,3.5,casual applications browsing website social,
340,4.5,casual applications browsing website social,
341,5.0,casual applications browsing website social,
342,5.0,casual applications browsing website social,
0,4.0,work code1 graphic_intensive game_dev graphic_design,
1,5.0,work game_dev game_engine,
2,1.5,work code1 graphic_intensive artist vector,
3,2.0,code1 graphic_intensive artist,
4,3.0,work code1 data_intensive scientist,
5,1.5,work code1 data_intensive scientist industry1,
6,1.5,work code1 data_intensive engineer school,
7,2.5,work code1 data_intensive engineer industry2,
8,5.0,work admin advance_usage comm high_end_user,
9,3.5,work admin advance_usage comm low_end_user,system_admin
10,3.5,work admin data operator,
11,2.5,work admin advance_usage system_admin,
12,5.0,work admin simple_usage word_processing,high_end_user
13,3.5,work admin simple_usage word_processing industry3,
14,5.0,work admin simple_usage pos small_business,
15,5.0,work admin simple_usage pos large_business,
16,2.0,casual gaming hardcore repetitive,
17,3.5,casual gaming hardcore strategic,
18,4.0,casual gaming softcore real_time,
19,2.0,casual gaming softcore casino_games,
20,5.0,casual applications browsing media pictures,
21,5.0,casual applications browsing media video,
22,5.0,casual applications browsing website online_gaming,
23,5.0,casual applications browsing website social,
24,2.0,work code1 graphic_intensive game_dev graphic_design,
25,4.0,work code1 graphic_intensive game_dev graphic_design,
26,5.0,work code1 graphic_intensive game_dev,
27,2.5,work code1 graphic_intensive game_dev graphic_design,
28,3.0,code1 graphic_intensive game_dev graphic_design,
29,5.0,work code1 graphic_intensive game_dev game_engine,
30,3.0,work code1 graphic_intensive game_dev game_engine,
31,5.0,work code1 graphic_intensive game_dev game_engine,
32,1.5,work code1 graphic_intensive game_dev game_engine,
33,4.5,work code1 graphic_intensive game_dev game_engine,graphic_design
34,3.0,work code1 graphic_intensive game_dev game_engine,
35,4.5,work code1 graphic_intensive artist vector,
36,4.0,work code1 graphic_intensive artist vector,
37,3.5,work code1 graphic_intensive artist vector,
38,4.5,work code1 graphic_intensive artist vector,
39,1.5,work code1 graphic_intensive artist vector,graphic_design
40,4.0,work code1 graphic_intensive artist animator,
41,4.5,work code1 graphic_intensive artist animator,
42,4.5,work code1 graphic_intensive artist animator,
43,2.5,work code1 graphic_intensive animator,
44,3.5,work code1 graphic_intensive artist animator,
45,3.0,work code1 data_intensive scientist research,
46,4.5,work code1 data_intensive scientist research,
47,3.5,work code1 data_intensive scientist research,
48,3.5,work code1 data_intensive scientist research,
49,3.0,work code1 data_intensive scientist research,
50,2.0,work code1 data_intensive scientist industry1,
51,2.0,work code1 data_intensive scientist industry1,
52,3.0,work code1 data_intensive industry1,
53,4.0,work data_intensive scientist industry1,
54,2.5,work code1 data_intensive scientist industry1,
55,4.5,work code1 data_intensive engineer school,
56,5.0,work code1 data_intensive engineer school,
57,1.5,work code1 data_intensive engineer school,
58,2.5,work code1 data_intensive engineer school,
59,1.5,work code1 data_intensive engineer school,
60,4.5,work code1 data_intensive engineer industry2,
61,5.0,work code1 data_intensive engineer industry2,
62,2.0,work code1 data_intensive engineer industry2,
63,4.0,work code1 data_intensive engineer industry2,
64,3.0,work code1 data_intensive engineer industry2,
65,4.0,work admin advance_usage comm high_end_user,
66,2.0,work admin advance_usage comm high_end_user,
67,4.5,work admin advance_usage comm high_end_user,
68,1.0,work advance_usage comm high_end_user,
69,3.5,work admin advance_usage comm high_end_user,
70,5.0,work admin advance_usage comm high_end_user,
71,1.5,work admin advance_usage comm low_end_user,game_engine
72,5.0,work admin advance_usage comm low_end_user,
73,5.0,work admin advance_usage comm low_end_user,
74,5.0,work advance_usage comm low_end_user,
75,5.0,work admin advance_usage comm low_end_user,
76,3.0,work admin advance_usage data operator,
77,4.0,work admin advance_usage data operator,
78,1.5,admin advance_usage data operator,
79,3.0,work admin advance_usage data operator,
80,5.0,work admin advance_usage data operator,
81,3.5,work advance_usage data system_admin,
82,5.0,work admin advance_usage data system_admin,
83,4.5,work admin advance_usage data system_admin,low_end_user
84,5.0,work advance_usage data system_admin,
85,2.0,work admin advance_usage data system_admin,operator
86,3.5,work admin advance_usage data system_admin,
87,5.0,work admin simple_usage word_processing student,
88,3.0,work admin simple_usage word_processing student,
89,2.5,work admin simple_usage word_processing,
90,3.5,work admin simple_usage word_processing student,
91,5.0,work admin simple_usage word_processing student,
92,4.0,work admin simple_usage word_processing industry3,
93,3.5,work admin simple_usage word_processing industry3,
94,5.0,work simple_usage word_processing industry3,
95,5.0,work admin simple_usage word_processing industry3,
96,3.5,work admin simple_usage word_processing industry3,
97,5.0,work admin simple_usage pos small_business,
98,1.5,work admin simple_usage pos small_business,
99,4.5,work admin simple_usage pos small_business,operator
100,1.5,work admin simple_usage pos,
101,3.0,work admin simple_usage pos small_business,
102,5.0,work admin simple_usage pos small_business,
103,5.0,work admin simple_usage pos,
104,4.5,work admin simple_usage pos large_business,
105,5.0,work admin simple_usage pos large_business,
106,4.0,work admin simple_usage pos large_business,
107,3.0,work admin simple_usage pos large_business,
108,0.5,casual gaming hardcore repetitive,
109,1.5,casual gaming hardcore repetitive,
110,3.5,casual gaming hardcore repetitive,strategic
111,1.0,casual gaming hardcore repetitive,
112,4.0,casual gaming hardcore repetitive,
113,3.5,casual gaming hardcore repetitive,
114,4.5,casual gaming hardcore strategic,
115,3.0,casual gaming hardcore strategic,
116,5.0,casual gaming hardcore strategic,
117,1.5,casual hardcore strategic,
118,5.0,casual gaming hardcore strategic,
119,2.0,casual gaming softcore real_time,
120,5.0,casual gaming softcore real_time,
121,3.5,casual gaming softcore real_time,
122,4.0,casual gaming softcore real_time,
123,5.0,casual softcore real_time,
124,4.0,gaming softcore casino_games,
125,3.5,casual gaming softcore casino_games,
126,1.0,casual gaming softcore casino_games,
127,5.0,casual gaming softcore casino_games,
128,4.5,casual gaming softcore casino_games,
129,3.0,casual applications browsing media pictures,
130,5.0,casual applications browsing pictures,
131,2.5,casual applications browsing media pictures,
132,5.0,casual browsing media pictures,
133,4.0,casual applications browsing media pictures,
134,5.0,casual applications browsing media pictures,
135,1.0,casual applications browsing media video,
136,4.0,applications browsing media video,
137,2.5,casual applications browsing media video,
138,2.5,casual applications browsing media video,
139,2.0,casual applications browsing media video,social
140,1.5,casual applications browsing media video,
141,5.0,casual applications website online_gaming,
142,5.0,casual applications browsing website online_gaming,
143,2.5,casual applications browsing website online_gaming,
144,1.5,casual applications browsing website online_gaming,
145,2.0,casual applications browsing website online_gaming,
146,4.0,casual applications browsing website social,
147,5.0,casual applications browsing website social,
148,3.5,casual applications browsing website social,
149,5.0,casual applications browsing website social,
150,1.5,casual applications browsing website social,
151,4.5,casual applications browsing website social,
152,5.0,work code1 graphic_intensive game_dev graphic_design,
153,2.0,work code1 graphic_intensive game_dev graphic_design,game_engine
154,1.5,work code1 graphic_intensive game_dev graphic_design,
155,4.5,work code1 graphic_intensive game_dev graphic_design,
156,2.0,work code1 graphic_intensive game_dev graphic_design,
157,4.0,work code1 graphic_intensive game_dev game_engine,
158,5.0,work code1 graphic_intensive game_dev game_engine,
159,5.0,work code1 graphic_intensive game_dev game_engine,
160,5.0,code1 graphic_intensive game_dev game_engine,
161,5.0,work code1 graphic_intensive game_dev,
162,5.0,work code1 graphic_intensive game_dev game_engine,
163,4.5,work code1 graphic_intensive artist vector,
164,5.0,work code1 graphic_intensive artist vector,
165,2.5,work code1 graphic_intensive artist vector,
166,2.0,work code1 graphic_intensive artist vector,
167,3.5,work code1 graphic_intensive artist vector,
168,1.5,work code1 graphic_intensive artist animator,
169,1.0,work code1 graphic_intensive artist animator,
170,2.5,code1 graphic_intensive artist animator,
171,2.5,code1 graphic_intensive artist animator,vector
172,5.0,work code1 graphic_intensive artist animator,vector
173,4.0,work code1 data_intensive scientist research,
174,3.5,work code1 data_intensive scientist research,
175,2.5,work code1 data_intensive scientist research,
176,3.5,work data_intensive scientist research,
177,3.5,work code1 data_intensive scientist research,
178,4.5,work code1 data_intensive scientist industry1,
179,1.5,work code1 data_intensive scientist industry1,research
180,5.0,work code1 data_intensive scientist industry1,
181,2.0,work code1 data_intensive scientist industry1,
182,2.5,work code1 data_intensive scientist industry1,
183,2.0,work code1 data_intensive engineer school,
184,2.5,work code1 data_intensive engineer school,
185,4.5,work code1 data_intensive engineer school,
186,2.5,work code1 data_intensive engineer school,
187,5.0,work code1 data_intensive engineer school,
188,1.5,work code1 data_intensive engineer industry2,
189,3.0,work code1 data_intensive engineer industry2,
190,3.0,work code1 data_intensive engineer industry2,
191,5.0,work code1 data_intensive engineer industry2,
192,3.5,work code1 data_intensive engineer industry2,
193,2.0,work admin advance_usage comm high_end_user,
194,1.5,work admin advance_usage comm high_end_user,
195,4.0,work admin advance_usage comm high_end_user,
196,3.5,work admin advance_usage comm high_end_user,
197,3.0,work admin advance_usage comm high_end_user,
198,5.0,work admin advance_usage comm high_end_user,
199,2.5,work admin advance_usage comm low_end_user,
200,2.5,work admin advance_usage comm low_end_user,
201,2.0,work admin advance_usage data operator,
202,2.5,work admin advance_usage data system_admin,
203,1.5,work admin simple_usage word_processing student,
204,3.0,work admin simple_usage word_processing industry3,
205,1.5,work admin simple_usage pos small_business,
206,1.5,work admin simple_usage pos large_business,
207,2.5,casual gaming hardcore repetitive,
208,5.0,casual gaming hardcore strategic,
209,4.5,casual gaming softcore real_time,
210,3.0,casual gaming softcore casino_games,
211,4.0,casual applications browsing media pictures,
212,5.0,casual applications browsing media video,
213,4.0,casual applications browsing website online_gaming,
214,4.0,casual applications browsing social,online_gaming
215,2.5,work code1 graphic_intensive game_dev graphic_design,
216,3.5,work code1 graphic_intensive game_dev graphic_design,
217,5.0,work code1 graphic_intensive game_dev graphic_design,
218,1.5,work code1 graphic_intensive game_dev graphic_design,
219,3.0,work code1 graphic_intensive game_dev graphic_design,
220,4.5,work code1 graphic_intensive game_dev game_engine,
221,4.5,work code1 graphic_intensive game_dev game_engine,
222,3.5,work code1 graphic_intensive game_dev game_engine,
223,1.5,work code1 graphic_intensive game_dev game_engine,low_end_user
224,1.0,work code1 graphic_intensive game_dev game_engine,
225,2.5,work code1 graphic_intensive game_dev game_engine,
226,1.5,work code1 graphic_intensive artist vector,
227,2.0,work code1 graphic_intensive artist vector,
228,5.0,work code1 graphic_intensive artist vector,
229,2.0,work code1 graphic_intensive artist,
230,1.5,code1 graphic_intensive artist vector,
231,2.5,work code1 graphic_intensive artist animator,
232,5.0,work code1 graphic_intensive artist animator,
233,4.0,work code1 graphic_intensive artist animator,
234,3.5,work code1 graphic_intensive artist animator,
235,2.5,work code1 artist animator,
236,3.0,work code1 data_intensive scientist research,
237,4.5,work code1 data_intensive scientist research,
238,1.5,work code1 data_intensive scientist research,
239,4.5,work code1 data_intensive scientist research,graphic_design
240,5.0,work code1 data_intensive scientist research,
241,5.0,work code1 data_intensive scientist industry1,
242,4.5,work code1 data_intensive scientist industry1,
243,2.0,work code1 data_intensive scientist industry1,
244,4.0,work code1 data_intensive scientist industry1,
245,2.5,work code1 data_intensive scientist industry1,research
246,5.0,work code1 data_intensive engineer school,
247,5.0,work code1 data_intensive engineer school,
248,3.0,work code1 engineer school,
249,5.0,work code1 data_intensive engineer school,
250,5.0,work code1 data_intensive engineer school,
251,5.0,work code1 data_intensive engineer industry2,
252,5.0,work code1 data_intensive engineer industry2,
253,3.0,work code1 data_intensive engineer industry2,
254,5.0,work code1 data_intensive engineer industry2,
255,3.0,work code1 data_intensive engineer industry2,
256,5.0,work admin advance_usage comm high_end_user,
257,5.0,work admin advance_usage comm high_end_user,
258,5.0,work admin advance_usage comm high_end_user,
259,4.5,admin advance_usage comm high_end_user,
260,5.0,work admin advance_usage comm high_end_user,
261,3.0,work admin advance_usage comm high_end_user,
262,5.0,work admin advance_usage comm low_end_user,
263,1.5,work admin advance_usage comm low_end_user,
264,1.5,work admin advance_usage comm low_end_user,
265,3.0,work admin advance_usage,
266,4.5,work admin advance_usage comm low_end_user,
267,3.5,work admin advance_usage data operator,
268,5.0,work admin advance_usage data operator,
269,3.5,work admin advance_usage data operator,
270,4.0,work admin advance_usage data operator,
271,5.0,work admin advance_usage data operator,
272,0.5,work admin advance_usage data system_admin,
273,1.5,work admin advance_usage data system_admin,
274,2.0,work admin advance_usage data system_admin,
275,5.0,work admin advance_usage data system_admin,
276,3.5,work admin advance_usage data system_admin,
277,5.0,work admin advance_usage data system_admin,
278,2.0,work admin simple_usage word_processing student,
279,2.0,work admin simple_usage word_processing student,
280,3.0,work admin simple_usage word_processing student,
281,3.5,work admin simple_usage word_processing student,
282,2.0,work admin simple_usage word_processing student,
283,2.5,work admin simple_usage word_processing industry3,
284,5.0,work admin simple_usage word_processing industry3,
285,2.0,admin simple_usage industry3,
286,5.0,work admin simple_usage word_processing industry3,
287,5.0,work admin simple_usage word_processing industry3,student
288,2.5,work admin simple_usage pos small_business,
289,4.0,work admin simple_usage pos small_business,
290,1.5,work admin simple_usage pos small_business,
291,5.0,work admin simple_usage pos small_business,
292,3.5,work admin simple_usage pos small_business,
293,4.5,work admin simple_usage pos small_business,
294,5.0,work admin simple_usage pos,
295,4.0,admin simple_usage pos large_business,
296,2.0,work admin simple_usage pos large_business,
297,4.0,work admin simple_usage pos large_business,
298,4.0,work admin simple_usage pos large_business,
299,3.0,casual gaming hardcore repetitive,
300,3.5,casual gaming hardcore repetitive,
301,5.0,casual hardcore repetitive,
302,1.5,casual gaming hardcore repetitive,
