P71,4,"TurboBoost,EthernetPort,BackLitKeyboard,lightWeight"
P72,1,"DiscreteGPU"
P73,1,"HighRam"
P74,3,"EthernetPort,lightWeight,HighDPI"
P75,4,"IntegratedWebCam,lightWeight,BackLitKeyboard,DiscreteGPU"
P76,5,"HighDPI,EthernetPort,BackLitKeyboard,TurboBoost,DiscreteGPU"
P77,2,"USB3.0,HighRam"
P78,1,"USB3.0"
P79,4,"lightWeight,IntegratedWebCam,LongBatteryLife,HighRam"
P80,6,"HighRam,lightWeight,EthernetPort,LongBatteryLife,BackLitKeyboard,USB3.0"
P81,2,"DiscreteGPU,IntegratedWebCam"
P82,1,"LongBatteryLife"
P83,2,"DiscreteGPU,USB3.0"
P84,3,"LongBatteryLife,TurboBoost,USB3.0"
P85,3,"LongBatteryLife,USB3.0,IntegratedWebCam"
P86,5,"TurboBoost,EthernetPort,HighRam,BackLitKeyboard,DiscreteGPU"
P87,3,"TurboBoost,LongBatteryLife,HighRam"
P88,5,"USB3.0,LongBatteryLife,TurboBoost,IntegratedWebCam,BackLitKeyboard"
P89,1,"EthernetPort"
P90,2,"DiscreteGPU,USB3.0"
P91,6,"DiscreteGPU,LongBatteryLife,TurboBoost,IntegratedWebCam,EthernetPort,HighDPI"
P92,5,"BackLitKeyboard,LongBatteryLife,lightWeight,HighRam,TurboBoost"
P93,0,""
P94,5,"HighDPI,EthernetPort,DiscreteGPU,LongBatteryLife,IntegratedWebCam"
P95,4,"USB3.0,lightWeight,LongBatteryLife,IntegratedWebCam"
P96,0,""
P97,6,"USB3.0,TurboBoost,EthernetPort,HighRam,IntegratedWebCam,lightWeight"
P98,0,""
P99,5,"DiscreteGPU,IntegratedWebCam,TurboBoost,HighRam,LongBatteryLife"
P100,3,"EthernetPort,HighDPI,lightWeight"
P101,1,"HighRam"
P102,2,"TurboBoost,EthernetPort"
P103,1,"TurboBoost"
P104,5,"TurboBoost,IntegratedWebCam,USB3.0,EthernetPort,lightWeight"
P105,6,"HighRam,TurboBoost,EthernetPort,DiscreteGPU,lightWeight,USB3.0"
P106,1,"USB3.0"
P107,3,"HighRam,lightWeight,LongBatteryLife"
P108,0,""
P109,4,"HighRam,IntegratedWebCam,USB3.0,EthernetPort"
P110,1,"LongBatteryLife"
P111,3,"USB3.0,HighDPI,IntegratedWebCam"
P112,5,"EthernetPort,DiscreteGPU,TurboBoost,HighDPI,LongBatteryLife"
P113,1,"HighRam"
P114,4,"EthernetPort,lightWeight,HighDPI,USB3.0"
P115,0,""
P116,5,"lightWeight,HighDPI,HighRam,USB3.0,LongBatteryLife"
P117,1,"USB3.0"
P118,5,"DiscreteGPU,BackLitKeyboard,IntegratedWebCam,lightWeight,HighRam"
P119,0,""
P120,4,"HighDPI,EthernetPort,LongBatteryLife,DiscreteGPU"
P121,2,"BackLitKeyboard,IntegratedWebCam"
P122,4,"lightWeight,HighDPI,BackLitKeyboard,DiscreteGPU"
P123,6,"EthernetPort,IntegratedWebCam,lightWeight,USB3.0,HighDPI,HighRam"
P124,4,"TurboBoost,IntegratedWebCam,HighRam,BackLitKeyboard"
P125,4,"HighRam,DiscreteGPU,HighDPI,IntegratedWebCam"
P126,6,"TurboBoost,lightWeight,HighDPI,BackLitKeyboard,IntegratedWebCam,HighRam"
P127,4,"USB3.0,HighRam,DiscreteGPU,IntegratedWebCam"
P128,5,"EthernetPort,lightWeight,TurboBoost,DiscreteGPU,USB3.0"
P129,1,"USB3.0"
P130,5,"TurboBoost,lightWeight,USB3.0,HighDPI,EthernetPort"
P131,4,"IntegratedWebCam,TurboBoost,DiscreteGPU,HighDPI"
P132,5,"EthernetPort,BackLitKeyboard,HighDPI,USB3.0,DiscreteGPU"
P133,2,"HighRam,LongBatteryLife"
P134,5,"HighDPI,TurboBoost,lightWeight,BackLitKeyboard,EthernetPort"
P135,1,"IntegratedWebCam"
P136,0,""
P137,4,"HighRam,HighDPI,EthernetPort,USB3.0"
P138,0,""
P139,5,"HighDPI,USB3.0,lightWeight,HighRam,LongBatteryLife"
P140,6,"HighDPI,EthernetPort,IntegratedWebCam,HighRam,LongBatteryLife,TurboBoost"
P141,2,"HighDPI,USB3.0"
P142,0,""
P143,5,"USB3.0,HighRam,HighDPI,LongBatteryLife,EthernetPort"
P144,3,"lightWeight,USB3.0,LongBatteryLife"
P145,4,"BackLitKeyboard,lightWeight,TurboBoost,HighRam"
P146,2,"HighDPI,EthernetPort"
P147,1,"EthernetPort"
P148,1,"BackLitKeyboard"
P149,5,"lightWeight,LongBatteryLife,HighRam,TurboBoost,IntegratedWebCam"
P150,0,""
P151,3,"TurboBoost,EthernetPort,HighRam"
P152,4,"HighDPI,HighRam,lightWeight,IntegratedWebCam"
P153,3,"TurboBoost,lightWeight,LongBatteryLife"
P154,6,"IntegratedWebCam,lightWeight,BackLitKeyboard,LongBatteryLife,DiscreteGPU,EthernetPort"
P155,4,"USB3.0,LongBatteryLife,DiscreteGPU,IntegratedWebCam"
P156,3,"IntegratedWebCam,TurboBoost,USB3.0"
P157,4,"DiscreteGPU,HighDPI,BackLitKeyboard,EthernetPort"
P158,5,"LongBatteryLife,HighDPI,TurboBoost,lightWeight,IntegratedWebCam"
P159,3,"lightWeight,IntegratedWebCam,EthernetPort"
P160,3,"HighDPI,IntegratedWebCam,USB3.0"
P161,6,"lightWeight,EthernetPort,BackLitKeyboard,TurboBoost,HighRam,HighDPI"
P162,6,"DiscreteGPU,LongBatteryLife,lightWeight,USB3.0,TurboBoost,EthernetPort"
P163,0,""
P164,4,"EthernetPort,LongBatteryLife,BackLitKeyboard,HighDPI"
P165,6,"HighRam,EthernetPort,HighDPI,USB3.0,IntegratedWebCam,BackLitKeyboard"
P166,2,"HighDPI,BackLitKeyboard"
P167,1,"HighRam"
P168,5,"USB3.0,lightWeight,BackLitKeyboard,EthernetPort,IntegratedWebCam"
P169,1,"TurboBoost"
P170,4,"BackLitKeyboard,USB3.0,DiscreteGPU,HighDPI"
P171,1,"HighRam"
P172,0,""
P173,0,""
P174,0,""
P175,5,"lightWeight,HighRam,TurboBoost,DiscreteGPU,HighDPI"
P176,1,"HighRam"
P177,1,"BackLitKeyboard"
P178,1,"BackLitKeyboard"
P179,5,"DiscreteGPU,BackLitKeyboard,lightWeight,HighRam,EthernetPort"
P180,3,"LongBatteryLife,HighRam,USB3.0"
P181,2,"LongBatteryLife,HighRam"
P182,4,"TurboBoost,LongBatteryLife,DiscreteGPU,HighRam"
P183,3,"USB3.0,EthernetPort,HighDPI"
P184,0,""
P185,1,"LongBatteryLife"
P186,6,"USB3.0,BackLitKeyboard,TurboBoost,lightWeight,HighDPI,LongBatteryLife"
P187,4,"HighDPI,TurboBoost,EthernetPort,IntegratedWebCam"
P188,1,"lightWeight"
P189,0,""
P190,5,"LongBatteryLife,USB3.0,BackLitKeyboard,TurboBoost,HighRam"
P191,4,"EthernetPort,lightWeight,LongBatteryLife,IntegratedWebCam"
P192,5,"HighDPI,HighRam,BackLitKeyboard,EthernetPort,lightWeight"
P193,0,""
P194,2,"lightWeight,USB3.0"
P195,1,"HighDPI"
P196,3,"lightWeight,IntegratedWebCam,HighRam"
P197,3,"BackLitKeyboard,HighDPI,USB3.0"
P198,2,"TurboBoost,lightWeight"
P199,2,"IntegratedWebCam,TurboBoost"
P200,1,"HighRam"
P201,0,""
P202,1,"lightWeight"
P203,3,"IntegratedWebCam,HighRam,LongBatteryLife"
P204,1,"EthernetPort"
P205,5,"USB3.0,HighDPI,IntegratedWebCam,DiscreteGPU,BackLitKeyboard"
P206,4,"EthernetPort,lightWeight,DiscreteGPU,IntegratedWebCam"
P207,6,"IntegratedWebCam,EthernetPort,lightWeight,HighDPI,HighRam,TurboBoost"
P208,5,"EthernetPort,HighDPI,BackLitKeyboard,HighRam,USB3.0"
P209,2,"IntegratedWebCam,BackLitKeyboard"
P210,3,"BackLitKeyboard,IntegratedWebCam,DiscreteGPU"
P211,6,"IntegratedWebCam,HighRam,EthernetPort,lightWeight,DiscreteGPU,TurboBoost"
P212,2,"BackLitKeyboard,USB3.0"
P213,5,"LongBatteryLife,BackLitKeyboard,HighDPI,DiscreteGPU,HighRam"
P214,6,"IntegratedWebCam,DiscreteGPU,LongBatteryLife,EthernetPort,USB3.0,BackLitKeyboard"
P215,2,"DiscreteGPU,lightWeight"
P216,0,""
P217,5,"BackLitKeyboard,IntegratedWebCam,HighRam,LongBatteryLife,DiscreteGPU"
P218,4,"HighRam,TurboBoost,IntegratedWebCam,HighDPI"
P219,4,"HighRam,IntegratedWebCam,lightWeight,HighDPI"
P220,1,"TurboBoost"
P221,2,"IntegratedWebCam,lightWeight"
P222,5,"lightWeight,EthernetPort,DiscreteGPU,IntegratedWebCam,TurboBoost"
P223,4,"USB3.0,BackLitKeyboard,DiscreteGPU,HighRam"
P224,1,"HighDPI"
P225,6,"LongBatteryLife,USB3.0,DiscreteGPU,TurboBoost,HighDPI,EthernetPort"
P226,3,"HighDPI,BackLitKeyboard,HighRam"
P227,4,"HighDPI,BackLitKeyboard,HighRam,TurboBoost"
P228,0,""
P229,1,"EthernetPort"
P230,4,"TurboBoost,lightWeight,IntegratedWebCam,USB3.0"
P231,6,"TurboBoost,EthernetPort,HighDPI,BackLitKeyboard,USB3.0,IntegratedWebCam"
P232,1,"BackLitKeyboard"
P233,2,"LongBatteryLife,TurboBoost"
P234,4,"TurboBoost,IntegratedWebCam,EthernetPort,USB3.0"
P235,1,"LongBatteryLife"
P236,5,"HighDPI,EthernetPort,HighRam,LongBatteryLife,BackLitKeyboard"
P237,6,"DiscreteGPU,lightWeight,EthernetPort,HighRam,IntegratedWebCam,TurboBoost"
P238,4,"DiscreteGPU,BackLitKeyboard,USB3.0,lightWeight"
P239,0,""
P240,4,"IntegratedWebCam,HighDPI,DiscreteGPU,TurboBoost"
P241,0,""
P242,5,"LongBatteryLife,TurboBoost,lightWeight,USB3.0,HighRam"
P243,5,"LongBatteryLife,EthernetPort,lightWeight,HighRam,USB3.0"
P244,6,"USB3.0,LongBatteryLife,IntegratedWebCam,HighDPI,DiscreteGPU,BackLitKeyboard"
P245,1,"HighRam"
P246,1,"TurboBoost"
P247,0,""
P248,0,""
P249,5,"HighDPI,IntegratedWebCam,lightWeight,BackLitKeyboard,EthernetPort"
P250,1,"LongBatteryLife"
P251,0,""
P252,6,"lightWeight,USB3.0,DiscreteGPU,BackLitKeyboard,HighRam,IntegratedWebCam"
P253,1,"TurboBoost"
P254,2,"BackLitKeyboard,lightWeight"
P255,5,"IntegratedWebCam,LongBatteryLife,HighRam,TurboBoost,HighDPI"
P256,3,"EthernetPort,USB3.0,HighDPI"
P257,4,"BackLitKeyboard,EthernetPort,TurboBoost,HighRam"
P258,0,""
P259,6,"HighRam,IntegratedWebCam,lightWeight,LongBatteryLife,HighDPI,TurboBoost"
P260,3,"DiscreteGPU,TurboBoost,IntegratedWebCam"
P261,2,"DiscreteGPU,LongBatteryLife"
P262,4,"BackLitKeyboard,HighDPI,IntegratedWebCam,EthernetPort"
P263,4,"HighRam,DiscreteGPU,lightWeight,LongBatteryLife"
P264,3,"HighRam,IntegratedWebCam,lightWeight"
P265,4,"EthernetPort,IntegratedWebCam,USB3.0,LongBatteryLife"
P266,3,"HighDPI,EthernetPort,lightWeight"
P267,4,"lightWeight,TurboBoost,HighRam,DiscreteGPU"
P268,3,"DiscreteGPU,EthernetPort,BackLitKeyboard"
P269,1,"TurboBoost"
P270,3,"TurboBoost,LongBatteryLife,USB3.0"
P271,6,"HighDPI,DiscreteGPU,IntegratedWebCam,BackLitKeyboard,EthernetPort,USB3.0"
P272,5,"LongBatteryLife,BackLitKeyboard,USB3.0,HighRam,TurboBoost"
P273,6,"EthernetPort,lightWeight,DiscreteGPU,HighRam,USB3.0,HighDPI"
P274,4,"HighRam,USB3.0,HighDPI,DiscreteGPU"
P275,0,""
P276,1,"HighRam"
P277,1,"BackLitKeyboard"
P278,6,"USB3.0,DiscreteGPU,HighDPI,TurboBoost,IntegratedWebCam,lightWeight"
P279,5,"TurboBoost,lightWeight,DiscreteGPU,BackLitKeyboard,IntegratedWebCam"
P280,0,""
P281,3,"IntegratedWebCam,BackLitKeyboard,lightWeight"
P282,4,"LongBatteryLife,USB3.0,HighDPI,IntegratedWebCam"
P283,5,"HighDPI,BackLitKeyboard,LongBatteryLife,USB3.0,DiscreteGPU"
P284,3,"IntegratedWebCam,USB3.0,EthernetPort"
P285,6,"BackLitKeyboard,HighRam,DiscreteGPU,TurboBoost,HighDPI,EthernetPort"
P286,6,"IntegratedWebCam,BackLitKeyboard,lightWeight,USB3.0,DiscreteGPU,EthernetPort"
P287,0,""
P288,2,"LongBatteryLife,TurboBoost"
P289,4,"LongBatteryLife,TurboBoost,lightWeight,HighDPI"
P290,3,"BackLitKeyboard,DiscreteGPU,USB3.0"
P291,3,"IntegratedWebCam,EthernetPort,TurboBoost"
P292,3,"DiscreteGPU,HighRam,IntegratedWebCam"
P293,2,"IntegratedWebCam,DiscreteGPU"
P294,5,"IntegratedWebCam,HighRam,DiscreteGPU,LongBatteryLife,BackLitKeyboard"
P295,4,"BackLitKeyboard,DiscreteGPU,TurboBoost,USB3.0"
P296,2,"HighDPI,lightWeight"
P297,4,"DiscreteGPU,HighDPI,EthernetPort,lightWeight"
P298,5,"HighDPI,DiscreteGPU,IntegratedWebCam,HighRam,EthernetPort"
P299,0,""
P300,1,"DiscreteGPU"
P301,6,"DiscreteGPU,lightWeight,HighDPI,BackLitKeyboard,USB3.0,EthernetPort"
P302,4,"lightWeight,EthernetPort,DiscreteGPU,BackLitKeyboard"
P303,1,"DiscreteGPU"
P304,5,"TurboBoost,lightWeight,BackLitKeyboard,HighRam,DiscreteGPU"
P305,3,"TurboBoost,HighRam,IntegratedWebCam"
P306,3,"HighRam,DiscreteGPU,BackLitKeyboard"
P307,1,"DiscreteGPU"
P308,6,"HighDPI,LongBatteryLife,IntegratedWebCam,DiscreteGPU,USB3.0,EthernetPort"
P309,5,"EthernetPort,HighRam,DiscreteGPU,lightWeight,TurboBoost"
P310,2,"HighDPI,BackLitKeyboard"
P311,6,"TurboBoost,EthernetPort,DiscreteGPU,HighRam,IntegratedWebCam,HighDPI"
P312,5,"LongBatteryLife,IntegratedWebCam,DiscreteGPU,BackLitKeyboard,lightWeight"
P313,1,"BackLitKeyboard"
P314,5,"DiscreteGPU,LongBatteryLife,TurboBoost,lightWeight,USB3.0"
P315,0,""
P316,6,"USB3.0,BackLitKeyboard,DiscreteGPU,EthernetPort,lightWeight,TurboBoost"
P317,6,"HighDPI,IntegratedWebCam,EthernetPort,LongBatteryLife,DiscreteGPU,lightWeight"
P318,6,"USB3.0,IntegratedWebCam,TurboBoost,HighDPI,HighRam,lightWeight"
P319,6,"LongBatteryLife,USB3.0,TurboBoost,HighDPI,HighRam,lightWeight"
P320,0,""
P321,4,"EthernetPort,HighRam,IntegratedWebCam,USB3.0"
P322,5,"LongBatteryLife,IntegratedWebCam,HighRam,HighDPI,USB3.0"
P323,5,"EthernetPort,lightWeight,USB3.0,LongBatteryLife,IntegratedWebCam"
P324,3,"HighRam,BackLitKeyboard,LongBatteryLife"
P325,0,""
P326,3,"HighDPI,lightWeight,EthernetPort"
P327,4,"TurboBoost,HighRam,DiscreteGPU,USB3.0"
P328,1,"BackLitKeyboard"
P329,6,"EthernetPort,HighDPI,DiscreteGPU,LongBatteryLife,HighRam,USB3.0"
P330,1,"DiscreteGPU"
P331,6,"BackLitKeyboard,IntegratedWebCam,DiscreteGPU,USB3.0,LongBatteryLife,HighRam"
P332,1,"IntegratedWebCam"
P333,2,"EthernetPort,TurboBoost"
P334,5,"HighRam,USB3.0,LongBatteryLife,EthernetPort,IntegratedWebCam"
P335,0,""
P336,4,"DiscreteGPU,IntegratedWebCam,LongBatteryLife,USB3.0"
P337,1,"HighRam"
P338,1,"lightWeight"
P339,6,"DiscreteGPU,USB3.0,EthernetPort,LongBatteryLife,HighRam,IntegratedWebCam"
P340,2,"HighRam,IntegratedWebCam"
P341,4,"HighDPI,lightWeight,LongBatteryLife,IntegratedWebCam"
P342,5,"HighDPI,LongBatteryLife,HighRam,EthernetPort,IntegratedWebCam"
P343,3,"HighDPI,DiscreteGPU,IntegratedWebCam"
P344,1,"IntegratedWebCam"
P345,3,"DiscreteGPU,USB3.0,LongBatteryLife"
P346,4,"HighDPI,lightWeight,TurboBoost,HighRam"
P347,6,"TurboBoost,lightWeight,USB3.0,IntegratedWebCam,LongBatteryLife,BackLitKeyboard"
P348,3,"HighRam,HighDPI,BackLitKeyboard"
P349,6,"USB3.0,HighDPI,lightWeight,BackLitKeyboard,IntegratedWebCam,HighRam"
P350,1,"HighRam"
P351,1,"DiscreteGPU"
P352,5,"TurboBoost,LongBatteryLife,HighDPI,HighRam,USB3.0"
P353,3,"USB3.0,lightWeight,IntegratedWebCam"
P354,3,"lightWeight,DiscreteGPU,HighDPI"
P355,5,"IntegratedWebCam,DiscreteGPU,LongBatteryLife,BackLitKeyboard,EthernetPort"
P356,4,"BackLitKeyboard,EthernetPort,USB3.0,DiscreteGPU"
P357,2,"BackLitKeyboard,HighDPI"
P358,5,"USB3.0,BackLitKeyboard,LongBatteryLife,IntegratedWebCam,lightWeight"
P359,1,"EthernetPort"
P360,0,""
P361,5,"EthernetPort,HighRam,USB3.0,DiscreteGPU,HighDPI"
P362,0,""
P363,1,"EthernetPort"
P364,1,"DiscreteGPU"
P365,4,"IntegratedWebCam,EthernetPort,LongBatteryLife,lightWeight"
P366,4,"EthernetPort,TurboBoost,HighRam,LongBatteryLife"
P367,2,"USB3.0,DiscreteGPU"
P368,3,"BackLitKeyboard,IntegratedWebCam,EthernetPort"
P369,0,""
P370,3,"lightWeight,TurboBoost,USB3.0"
P371,2,"LongBatteryLife,HighDPI"
P372,2,"LongBatteryLife,EthernetPort"
P373,0,""
P374,3,"IntegratedWebCam,BackLitKeyboard,HighRam"
P375,1,"USB3.0"
P376,2,"HighDPI,USB3.0"
P377,6,"LongBatteryLife,EthernetPort,BackLitKeyboard,HighDPI,IntegratedWebCam,USB3.0"
P378,0,""
P379,3,"LongBatteryLife,TurboBoost,BackLitKeyboard"
P380,2,"HighDPI,USB3.0"
P381,4,"IntegratedWebCam,DiscreteGPU,HighRam,TurboBoost"
P382,5,"HighDPI,DiscreteGPU,BackLitKeyboard,LongBatteryLife,IntegratedWebCam"
P383,0,""
P384,2,"EthernetPort,USB3.0"
P385,3,"HighRam,EthernetPort,HighDPI"
P386,4,"DiscreteGPU,LongBatteryLife,TurboBoost,IntegratedWebCam"
P387,4,"lightWeight,HighDPI,EthernetPort,DiscreteGPU"
P388,0,""
P389,4,"TurboBoost,BackLitKeyboard,DiscreteGPU,EthernetPort"
P390,2,"IntegratedWebCam,HighDPI"
P391,5,"BackLitKeyboard,lightWeight,HighDPI,IntegratedWebCam,HighRam"
P392,5,"lightWeight,DiscreteGPU,EthernetPort,HighRam,LongBatteryLife"
P393,0,""
P394,4,"lightWeight,DiscreteGPU,USB3.0,EthernetPort"
P395,1,"HighDPI"
P396,0,""
P397,3,"HighRam,HighDPI,EthernetPort"
P398,1,"LongBatteryLife"
P399,3,"LongBatteryLife,EthernetPort,HighDPI"
P400,3,"lightWeight,USB3.0,IntegratedWebCam"
P401,4,"HighRam,TurboBoost,HighDPI,EthernetPort"
P402,4,"EthernetPort,DiscreteGPU,TurboBoost,USB3.0"
P403,1,"EthernetPort"
P404,2,"LongBatteryLife,EthernetPort"
P405,0,""
P406,0,""
P407,2,"EthernetPort,USB3.0"
P408,5,"lightWeight,EthernetPort,TurboBoost,USB3.0,LongBatteryLife"
P409,6,"TurboBoost,HighRam,HighDPI,EthernetPort,BackLitKeyboard,IntegratedWebCam"
P410,1,"USB3.0"
P411,3,"lightWeight,LongBatteryLife,IntegratedWebCam"
P412,2,"HighDPI,HighRam"
P413,2,"USB3.0,BackLitKeyboard"
P414,1,"DiscreteGPU"
P415,0,""
P416,5,"TurboBoost,HighRam,BackLitKeyboard,EthernetPort,USB3.0"
P417,6,"TurboBoost,BackLitKeyboard,HighRam,IntegratedWebCam,LongBatteryLife,EthernetPort"
P418,6,"HighRam,lightWeight,TurboBoost,LongBatteryLife,IntegratedWebCam,HighDPI"
P419,6,"HighRam,DiscreteGPU,USB3.0,LongBatteryLife,lightWeight,BackLitKeyboard"
P420,4,"lightWeight,USB3.0,IntegratedWebCam,BackLitKeyboard"
P421,4,"EthernetPort,lightWeight,BackLitKeyboard,LongBatteryLife"
P422,1,"DiscreteGPU"
P423,5,"USB3.0,LongBatteryLife,IntegratedWebCam,EthernetPort,BackLitKeyboard"
P424,0,""
P425,3,"IntegratedWebCam,EthernetPort,lightWeight"
P426,0,""
P427,6,"TurboBoost,IntegratedWebCam,USB3.0,DiscreteGPU,EthernetPort,BackLitKeyboard"
P428,2,"LongBatteryLife,HighDPI"
P429,5,"DiscreteGPU,TurboBoost,LongBatteryLife,HighDPI,HighRam"
P430,5,"lightWeight,EthernetPort,HighRam,TurboBoost,USB3.0"
P431,6,"TurboBoost,EthernetPort,BackLitKeyboard,LongBatteryLife,HighDPI,DiscreteGPU"
P432,6,"HighRam,USB3.0,lightWeight,IntegratedWebCam,DiscreteGPU,EthernetPort"
P433,2,"TurboBoost,HighRam"
P434,0,""
P435,1,"USB3.0"
P436,5,"HighRam,EthernetPort,lightWeight,LongBatteryLife,HighDPI"
P437,3,"BackLitKeyboard,HighDPI,DiscreteGPU"
P438,2,"EthernetPort,DiscreteGPU"
P439,0,""
P440,6,"lightWeight,HighDPI,HighRam,LongBatteryLife,EthernetPort,BackLitKeyboard"
P441,2,"DiscreteGPU,EthernetPort"
P442,2,"HighDPI,DiscreteGPU"
P443,6,"EthernetPort,lightWeight,HighDPI,TurboBoost,DiscreteGPU,BackLitKeyboard"
P444,2,"USB3.0,LongBatteryLife"
P445,6,"IntegratedWebCam,EthernetPort,HighDPI,lightWeight,HighRam,BackLitKeyboard"
P446,3,"IntegratedWebCam,HighDPI,lightWeight"
P447,2,"BackLitKeyboard,DiscreteGPU"
P448,2,"BackLitKeyboard,USB3.0"
P449,6,"TurboBoost,lightWeight,BackLitKeyboard,LongBatteryLife,HighRam,DiscreteGPU"
P450,6,"lightWeight,HighRam,USB3.0,TurboBoost,IntegratedWebCam,EthernetPort"
P451,2,"IntegratedWebCam,LongBatteryLife"
P452,1,"DiscreteGPU"
P453,6,"TurboBoost,BackLitKeyboard,IntegratedWebCam,USB3.0,EthernetPort,HighRam"
P454,3,"lightWeight,TurboBoost,LongBatteryLife"
P455,0,""
P456,0,""
P457,3,"BackLitKeyboard,LongBatteryLife,DiscreteGPU"
P458,0,""
P459,1,"LongBatteryLife"
P460,0,""
P461,3,"EthernetPort,BackLitKeyboard,DiscreteGPU"
P462,5,"IntegratedWebCam,EthernetPort,HighRam,LongBatteryLife,BackLitKeyboard"
P463,0,""
P464,4,"LongBatteryLife,IntegratedWebCam,DiscreteGPU,HighRam"
P465,1,"lightWeight"
P466,3,"LongBatteryLife,DiscreteGPU,BackLitKeyboard"
P467,2,"TurboBoost,HighRam"
P468,0,""
P469,5,"USB3.0,TurboBoost,HighRam,BackLitKeyboard,HighDPI"
P470,6,"USB3.0,DiscreteGPU,HighDPI,HighRam,BackLitKeyboard,lightWeight"
P471,3,"TurboBoost,EthernetPort,LongBatteryLife"
P472,1,"EthernetPort"
P473,1,"lightWeight"
P474,4,"EthernetPort,lightWeight,HighRam,IntegratedWebCam"
P475,1,"EthernetPort"
P476,2,"lightWeight,EthernetPort"
