UserId,ProductId,Rating,UserAttributes
7,57,1.5,work code data_intensive engineer school
7,58,2.0,work code data_intensive engineer school
7,59,3.5,work code data_intensive engineer school
7,60,2.0,work code engineer industry
7,61,4.0,work code data_intensive engineer industry
7,62,5.0,work code data_intensive engineer industry
7,63,5.0,work code data_intensive engineer industry
7,64,3.5,work code data_intensive engineer industry
7,65,4.0,admin advance_usage comm high_end_user
7,66,1.5,work admin advance_usage comm high_end_user
7,67,4.0,work admin advance_usage comm high_end_user
8,68,1.0,work admin advance_usage comm high_end_user
8,69,3.0,work admin advance_usage comm high_end_user
8,70,5.0,work admin advance_usage comm high_end_user
8,71,5.0,work admin advance_usage comm low_end_user
8,72,5.0,work admin advance_usage comm low_end_user
8,73,4.0,work admin comm low_end_user
8,74,5.0,work admin advance_usage comm low_end_user
8,75,1.5,work admin advance_usage comm low_end_user
8,76,5.0,work admin advance_usage data operator
8,77,4.5,work admin advance_usage data operator
8,78,2.5,admin advance_usage data operator
8,79,3.5,work admin advance_usage data operator
8,80,1.5,work admin advance_usage data operator
8,81,2.0,work admin advance_usage data system_admin
9,82,2.5,work admin advance_usage data system_admin
9,83,2.0,work admin advance_usage data system_admin
9,84,3.0,admin advance_usage data system_admin
9,85,4.5,work admin advance_usage data system_admin
9,86,4.0,work admin advance_usage data system_admin
9,87,2.5,work simple_usage word_processing student
9,88,3.5,work admin simple_usage word_processing student
9,89,5.0,work admin simple_usage student
9,90,5.0,work admin simple_usage word_processing student
9,91,5.0,work admin simple_usage word_processing student
9,92,4.0,work admin simple_usage word_processing industry
9,93,4.5,work admin simple_usage word_processing industry student
9,94,3.5,work admin simple_usage word_processing industry
9,95,1.5,work admin simple_usage word_processing industry
9,96,2.0,work admin simple_usage word_processing industry student
9,97,3.5,work admin simple_usage pos small_business
9,98,5.0,work admin simple_usage pos small_business
9,99,5.0,work admin simple_usage pos small_business
10,100,3.5,work admin simple_usage pos small_business
10,101,3.5,work admin simple_usage pos small_business
11,102,1.5,work admin simple_usage pos small_business
11,103,4.0,work admin simple_usage pos large_business
11,104,4.0,work admin simple_usage pos large_business
11,105,1.5,work admin simple_usage pos large_business
11,106,5.0,work admin simple_usage pos large_business
11,107,2.0,work admin simple_usage pos large_business
12,108,1.5,casual gaming hardcore repetitive
12,109,2.0,casual gaming hardcore repetitive
12,110,4.0,casual gaming hardcore repetitive
12,111,5.0,casual gaming hardcore repetitive
12,112,5.0,casual gaming hardcore repetitive
13,113,3.5,casual gaming hardcore repetitive
13,114,2.0,casual gaming strategic
13,115,5.0,casual gaming hardcore strategic
13,116,1.5,casual gaming hardcore strategic
14,117,3.0,casual gaming hardcore strategic
14,118,5.0,casual gaming strategic
14,119,4.5,casual gaming softcore real_time
14,120,3.5,gaming softcore real_time
14,121,5.0,casual gaming softcore
14,122,4.5,casual gaming softcore real_time
14,123,5.0,casual gaming real_time
14,124,3.0,casual gaming softcore casino_games
14,125,3.5,casual gaming softcore casino_games
14,126,3.0,casual gaming softcore casino_games
14,127,4.5,casual gaming softcore casino_games
14,128,2.5,casual gaming softcore casino_games
14,129,5.0,casual applications browsing media pictures
14,130,4.0,casual applications browsing media pictures
15,131,2.5,casual applications browsing media pictures
15,132,5.0,casual applications browsing media pictures
15,133,2.0,casual applications browsing media pictures online_gaming
15,134,3.0,casual applications browsing media pictures
15,135,1.5,casual applications browsing media video
15,136,5.0,applications browsing media video
15,137,2.5,casual applications browsing media video
15,138,2.0,casual applications browsing media video
15,139,2.0,casual applications browsing media video
15,140,5.0,casual applications browsing media video
15,141,5.0,casual applications browsing website online_gaming
15,142,2.0,casual applications browsing website online_gaming
15,143,2.0,casual browsing website online_gaming
15,144,2.0,casual applications website
15,145,2.0,casual applications browsing website online_gaming
15,146,3.5,casual applications browsing social
16,147,2.0,casual applications browsing website
16,148,3.0,casual applications browsing website social
16,149,4.0,casual applications browsing website social
16,150,4.5,applications browsing website social video
16,151,2.0,casual applications browsing website social
16,152,0.5,work code graphic_intensive game_dev graphic_design game_engine
16,153,4.5,work code graphic_intensive game_dev graphic_design game_engine
16,154,3.0,work code graphic_intensive game_dev graphic_design game_engine
16,155,3.0,work code graphic_intensive game_dev graphic_design
16,156,5.0,work code graphic_intensive game_dev graphic_design
16,157,2.5,work code game_dev game_engine
16,158,1.5,work code graphic_intensive game_dev game_engine
16,159,1.5,work code graphic_intensive game_dev game_engine
16,160,2.5,work code graphic_intensive game_dev game_engine
16,161,5.0,work code graphic_intensive game_dev game_engine
16,162,4.0,work code graphic_intensive game_dev game_engine
16,163,2.0,work code graphic_intensive artist
16,164,5.0,work code graphic_intensive artist vector
16,165,2.0,work code graphic_intensive artist vector
16,166,3.5,work code graphic_intensive artist vector
17,167,3.0,work code graphic_intensive artist vector
17,168,4.5,work code graphic_intensive artist animator
17,169,1.5,work code graphic_intensive artist animator
17,170,4.5,work code artist animator
17,171,1.5,work code graphic_intensive artist animator vector
18,172,2.5,work code graphic_intensive artist animator
18,173,4.5,work code data_intensive scientist research
18,174,3.0,work code data_intensive scientist research
18,175,3.0,work code data_intensive scientist research
18,176,5.0,work code data_intensive scientist research
18,177,2.0,work code data_intensive scientist research
18,178,5.0,work code data_intensive scientist industry
19,179,3.0,work code data_intensive scientist industry research
19,180,5.0,work code data_intensive scientist industry
19,181,5.0,work code data_intensive scientist industry
19,182,5.0,work code data_intensive scientist industry
19,183,5.0,work code data_intensive engineer
19,184,5.0,work code data_intensive engineer school
19,185,5.0,work code data_intensive engineer school
19,186,4.0,work code data_intensive engineer school
19,187,5.0,work data_intensive engineer school
19,188,4.5,work code data_intensive engineer industry
19,189,4.0,work code data_intensive engineer industry
19,190,2.0,work code data_intensive engineer industry
20,191,5.0,work code data_intensive engineer industry
20,192,4.0,work code data_intensive engineer industry
20,193,5.0,work admin advance_usage comm high_end_user
20,194,2.0,work admin advance_usage comm high_end_user
20,195,3.5,work admin advance_usage comm high_end_user
20,196,4.0,work admin advance_usage comm high_end_user
20,197,5.0,work admin advance_usage comm high_end_user
20,198,2.0,work admin advance_usage comm high_end_user
20,199,5.0,work admin advance_usage comm low_end_user
20,200,2.5,work admin advance_usage comm low_end_user high_end_user
20,201,5.0,work advance_usage data operator system_admin
20,202,5.0,work admin advance_usage data system_admin
20,203,5.0,work admin simple_usage word_processing student
20,204,5.0,work admin simple_usage word_processing industry large_business
21,205,4.0,work admin simple_usage pos small_business
21,206,1.5,work admin simple_usage pos large_business
21,207,2.0,casual gaming hardcore repetitive
21,208,3.5,casual gaming hardcore strategic
21,209,4.5,casual gaming softcore real_time
21,210,2.0,casual gaming softcore casino_games
21,211,3.0,casual applications browsing media pictures
21,212,5.0,casual applications browsing media video
21,213,5.0,casual applications browsing website online_gaming
22,214,3.0,casual applications browsing website social
22,215,0.5,work code graphic_intensive game_dev graphic_design
22,216,5.0,code graphic_intensive game_dev graphic_design
22,217,5.0,work code graphic_intensive game_dev graphic_design
22,218,2.5,work code graphic_intensive game_dev graphic_design
22,219,3.0,work code graphic_intensive game_dev graphic_design
22,220,5.0,work code graphic_intensive game_dev game_engine
22,221,4.5,work graphic_intensive game_dev game_engine
22,222,5.0,work code graphic_intensive game_dev game_engine
22,223,3.0,work code graphic_intensive game_dev game_engine
22,224,2.5,work code graphic_intensive game_dev game_engine
23,225,4.0,work code graphic_intensive game_dev game_engine
23,226,1.5,work code graphic_intensive artist vector
23,227,2.0,work graphic_intensive artist vector
23,228,3.5,work code graphic_intensive artist vector
23,229,4.5,work code graphic_intensive artist vector
23,230,4.5,work code graphic_intensive artist vector
23,231,5.0,work code graphic_intensive artist animator
23,232,4.5,work code graphic_intensive artist animator
24,233,2.5,work code graphic_intensive artist animator
24,234,2.0,work code graphic_intensive artist animator
24,235,1.5,work code graphic_intensive artist animator
24,236,3.0,work code data_intensive scientist research
24,237,2.0,work code data_intensive scientist research
24,238,4.0,work data_intensive scientist research
24,239,4.0,work code data_intensive scientist research
24,240,5.0,work code data_intensive scientist research
24,241,5.0,work code data_intensive scientist industry
24,242,1.5,work code data_intensive scientist industry
24,243,1.5,code data_intensive scientist industry
24,244,5.0,work code data_intensive scientist industry game_engine
24,245,4.5,work code data_intensive scientist industry
24,246,4.5,work code data_intensive engineer school
24,247,2.5,work code data_intensive engineer school
24,248,1.5,work code data_intensive engineer school
24,249,5.0,work code data_intensive engineer school
25,250,2.0,work data_intensive engineer school
25,251,3.0,work code data_intensive engineer industry
25,252,5.0,work code data_intensive engineer industry
25,253,3.5,work code data_intensive engineer industry
25,254,5.0,work code data_intensive engineer industry
25,255,1.5,work code data_intensive engineer industry
25,256,3.5,work admin advance_usage comm high_end_user
25,257,3.5,work admin advance_usage comm high_end_user
25,258,2.0,work admin advance_usage comm high_end_user
25,259,4.5,work admin advance_usage comm high_end_user
26,260,1.0,work admin advance_usage comm high_end_user
26,261,2.5,work admin advance_usage comm high_end_user
26,262,2.5,work admin advance_usage comm low_end_user
26,263,2.0,work admin advance_usage comm low_end_user
26,264,5.0,work admin advance_usage comm low_end_user
26,265,4.0,work admin advance_usage comm low_end_user
26,266,2.5,work admin advance_usage comm low_end_user
26,267,2.0,work admin advance_usage data operator
26,268,5.0,work data operator
26,269,5.0,work admin advance_usage data operator
26,270,4.0,work admin advance_usage data operator
26,271,4.5,work admin advance_usage data operator
26,272,5.0,work admin advance_usage data
27,273,2.5,work admin advance_usage data system_admin
27,274,3.5,work admin advance_usage data system_admin
27,275,2.0,work admin advance_usage system_admin
27,276,4.5,work admin advance_usage system_admin
27,277,4.0,work admin data system_admin
27,278,5.0,work admin simple_usage word_processing student
27,279,3.0,work admin simple_usage word_processing student
27,280,2.0,work admin simple_usage word_processing student
27,281,5.0,work admin simple_usage word_processing student
27,282,1.5,work admin simple_usage word_processing student
27,283,2.5,work admin simple_usage word_processing industry
27,284,5.0,work admin simple_usage word_processing industry
27,285,2.0,work admin simple_usage word_processing industry
27,286,5.0,work admin simple_usage word_processing industry
27,287,3.0,work admin simple_usage word_processing industry
27,288,2.5,work admin simple_usage pos small_business
27,289,5.0,work admin simple_usage pos small_business
27,290,3.0,work admin simple_usage pos small_business
28,291,4.5,work admin simple_usage pos small_business
29,292,1.0,work admin simple_usage pos small_business
30,293,1.5,work admin simple_usage pos small_business
30,294,5.0,work admin simple_usage pos large_business
30,295,5.0,work admin simple_usage pos large_business
30,296,2.0,work admin simple_usage pos large_business
30,297,2.0,work admin pos large_business
30,298,3.5,work admin simple_usage pos large_business
30,299,1.5,casual gaming hardcore repetitive
30,300,2.0,casual gaming hardcore repetitive
30,301,5.0,casual gaming hardcore repetitive
30,302,2.5,casual gaming hardcore repetitive
30,303,5.0,casual gaming hardcore repetitive
30,304,2.5,casual gaming hardcore repetitive
30,305,3.0,casual gaming hardcore strategic
30,306,1.5,casual gaming strategic
30,307,5.0,casual gaming hardcore strategic
31,308,1.5,casual gaming hardcore strategic
31,309,5.0,casual gaming hardcore strategic
31,310,1.5,casual gaming softcore real_time
31,311,5.0,casual gaming real_time
31,312,3.0,casual gaming softcore real_time
31,313,3.5,gaming softcore real_time
31,314,5.0,casual gaming softcore real_time
31,315,1.5,casual gaming softcore casino_games
31,316,5.0,casual gaming softcore casino_games
31,317,3.5,casual gaming softcore casino_games
31,318,2.5,casual softcore casino_games
31,319,5.0,casual gaming softcore casino_games
31,320,5.0,casual applications browsing media pictures
31,321,4.5,casual applications browsing media pictures
31,322,1.5,casual applications browsing media pictures
31,323,5.0,casual applications browsing media pictures
32,324,2.5,casual applications browsing media pictures
32,325,5.0,casual applications browsing media pictures
32,326,5.0,casual applications browsing media video
32,327,5.0,casual applications browsing media video
32,328,5.0,casual applications browsing media video
32,329,4.0,casual applications browsing media video
32,330,5.0,casual applications browsing media video
32,331,3.5,casual applications browsing media video
32,332,5.0,casual applications browsing website online_gaming
32,333,4.5,casual applications browsing website online_gaming
32,334,4.0,casual applications browsing website online_gaming
32,335,4.5,casual applications browsing website online_gaming
32,336,4.0,casual applications browsing website online_gaming
32,337,5.0,casual applications browsing website social
33,338,4.5,casual applications browsing website social
33,339,3.5,casual applications website social
33,340,3.5,casual applications browsing website social video
33,341,5.0,casual applications browsing website social
33,342,2.5,casual applications browsing website social
33,0,4.0,work code graphic_intensive game_dev graphic_design
33,1,4.0,work code graphic_intensive game_engine
33,2,5.0,work code graphic_intensive artist vector
33,3,3.5,work code graphic_intensive artist animator
33,4,4.0,work code data_intensive scientist research
33,5,3.0,work code data_intensive scientist industry
33,6,3.0,work code data_intensive engineer school
33,7,4.5,work code data_intensive engineer industry
34,8,5.0,work admin advance_usage comm
34,9,4.5,work admin advance_usage comm low_end_user
34,10,5.0,work admin advance_usage data operator
34,11,3.0,work admin advance_usage data system_admin
34,12,5.0,work admin simple_usage word_processing student
34,13,5.0,work admin simple_usage word_processing industry
34,14,2.0,work admin simple_usage pos small_business
34,15,5.0,work admin simple_usage pos large_business
34,16,3.0,casual gaming hardcore repetitive
34,17,4.0,casual gaming hardcore strategic
34,18,2.5,casual gaming softcore real_time
34,19,5.0,casual softcore casino_games
34,20,5.0,casual applications browsing media pictures
34,21,3.5,casual applications browsing media video
34,22,3.0,casual applications browsing website online_gaming
34,23,4.5,casual applications browsing website social
35,24,1.5,work code graphic_intensive game_dev graphic_design
35,25,3.0,work code graphic_intensive game_dev graphic_design
35,26,3.5,work code graphic_intensive game_dev graphic_design
35,27,3.5,work code graphic_intensive game_dev graphic_design
35,28,5.0,work graphic_intensive game_dev graphic_design
35,29,2.0,work code graphic_intensive game_dev game_engine
35,30,2.5,work code graphic_intensive game_dev game_engine graphic_design
35,31,4.5,work code graphic_intensive game_dev game_engine
35,32,1.5,work code game_dev game_engine
36,33,4.5,work code graphic_intensive game_dev game_engine
36,34,2.0,work code graphic_intensive game_engine
36,35,4.5,work code graphic_intensive artist vector
36,36,4.0,work code graphic_intensive artist vector
36,37,5.0,work code graphic_intensive artist vector
36,38,1.5,work code graphic_intensive artist vector
36,39,5.0,work code graphic_intensive artist vector operator
36,40,5.0,work code graphic_intensive artist animator
36,41,5.0,work code graphic_intensive artist animator
36,42,4.5,work code graphic_intensive artist animator
36,43,3.5,work code graphic_intensive artist animator
36,44,1.5,work code graphic_intensive artist animator
36,45,1.5,work code data_intensive scientist research
36,46,5.0,work code data_intensive scientist research
36,47,4.5,work code data_intensive scientist research
36,48,1.5,work code data_intensive scientist research
36,49,4.0,work code scientist research
37,50,0.5,work code data_intensive scientist industry
37,51,4.0,work code data_intensive scientist industry
37,52,5.0,work code data_intensive scientist industry
37,53,3.0,work code data_intensive scientist industry
37,54,1.5,work code data_intensive scientist industry
38,55,5.0,work code data_intensive engineer school
38,56,5.0,work code data_intensive engineer
38,57,4.0,work code data_intensive engineer school
38,58,5.0,work code data_intensive engineer school
38,59,1.5,work code data_intensive engineer school
39,60,2.5,work code data_intensive engineer industry
39,61,5.0,work code data_intensive engineer industry
39,62,2.5,work code data_intensive engineer industry
39,63,1.5,work code data_intensive engineer industry
39,64,5.0,work code data_intensive engineer industry
39,65,2.5,work admin advance_usage comm high_end_user
39,66,2.5,work advance_usage comm high_end_user
39,67,5.0,work admin advance_usage comm high_end_user
39,68,4.5,work admin advance_usage comm high_end_user
39,69,5.0,work admin advance_usage comm high_end_user
39,70,4.0,work admin advance_usage comm high_end_user
39,71,5.0,work admin advance_usage comm low_end_user
39,72,2.5,work admin advance_usage comm low_end_user
39,73,4.5,work admin advance_usage comm low_end_user
39,74,4.5,work admin advance_usage comm low_end_user
39,75,1.5,work admin advance_usage comm low_end_user
39,76,2.5,work admin advance_usage data operator
39,77,3.5,work admin advance_usage data operator
40,78,2.5,work admin advance_usage data operator
40,79,5.0,work admin data operator
40,80,3.0,work admin advance_usage data operator
40,81,3.0,work admin advance_usage data system_admin low_end_user
40,82,2.0,work admin advance_usage data system_admin
40,83,4.5,work admin advance_usage data system_admin
40,84,3.0,work admin advance_usage data system_admin
40,85,5.0,work admin advance_usage data system_admin
41,86,0.5,work admin advance_usage data system_admin
41,87,4.5,work admin simple_usage word_processing student
41,88,3.0,work admin simple_usage word_processing student
41,89,1.5,work admin simple_usage student
41,90,4.0,work admin simple_usage word_processing student
41,91,5.0,admin simple_usage word_processing student
41,92,2.5,work admin simple_usage word_processing industry
41,93,2.5,work admin simple_usage word_processing industry
41,94,4.0,work admin word_processing industry
41,95,2.0,work admin simple_usage word_processing industry
41,96,1.5,work admin simple_usage word_processing
41,97,4.0,work admin simple_usage pos small_business
41,98,3.5,work admin simple_usage pos small_business
41,99,2.5,admin simple_usage pos small_business
41,100,1.5,work admin simple_usage pos small_business
41,101,2.5,admin simple_usage pos small_business
41,102,5.0,work admin simple_usage pos small_business
41,103,3.0,work admin pos large_business
41,104,2.0,work admin simple_usage pos large_business
42,105,3.5,admin simple_usage pos large_business
42,106,2.5,work admin simple_usage pos large_business
42,107,3.5,work admin simple_usage pos large_business
42,108,3.5,casual gaming hardcore repetitive
42,109,3.5,casual gaming hardcore repetitive strategic
42,110,2.0,casual gaming hardcore repetitive
42,111,5.0,casual gaming hardcore repetitive
42,112,3.5,casual gaming hardcore repetitive
42,113,3.5,casual gaming hardcore repetitive
43,114,2.0,casual gaming hardcore strategic
43,115,5.0,casual gaming hardcore strategic
43,116,1.5,casual gaming hardcore strategic
43,117,4.5,casual gaming hardcore strategic
43,118,4.5,casual gaming hardcore strategic
43,119,1.5,casual gaming softcore real_time
43,120,5.0,casual gaming softcore real_time
43,121,2.5,casual gaming softcore
43,122,1.5,casual gaming softcore real_time
44,123,4.5,gaming softcore real_time
44,124,5.0,casual gaming softcore casino_games
44,125,2.5,casual gaming softcore casino_games
44,126,5.0,casual gaming softcore casino_games
44,127,2.0,casual gaming softcore casino_games
44,128,2.5,casual gaming softcore casino_games
44,129,3.5,casual applications browsing media pictures
44,130,5.0,casual applications browsing media pictures
44,131,2.0,casual applications browsing media pictures
45,132,2.5,casual applications browsing media pictures online_gaming
45,133,2.5,casual applications browsing media pictures
45,134,4.0,casual applications media pictures
46,135,3.0,casual applications browsing media video
46,136,4.0,casual applications browsing media video
46,137,3.5,casual applications browsing media video
46,138,5.0,applications browsing media video
46,139,4.5,casual applications browsing media video
46,140,5.0,casual applications browsing media video
46,141,3.0,casual applications browsing website online_gaming
46,142,4.5,casual applications browsing website online_gaming
46,143,5.0,casual applications browsing website online_gaming
46,144,3.0,casual applications website online_gaming
46,145,4.5,casual applications browsing website online_gaming
46,146,5.0,casual applications browsing website social
46,147,3.5,casual applications browsing website social
46,148,4.0,casual applications browsing social
46,149,5.0,casual applications browsing website social
46,150,4.0,casual applications browsing website social
47,151,4.0,casual applications browsing website social
47,152,4.0,work code graphic_intensive game_dev graphic_design game_engine
47,153,2.5,work code graphic_intensive game_dev graphic_design
47,154,5.0,work code graphic_intensive game_dev graphic_design
47,155,5.0,work code game_dev graphic_design
47,156,4.5,work code graphic_intensive game_dev graphic_design
47,157,3.5,work code graphic_intensive game_dev game_engine
47,158,2.5,work code graphic_intensive game_dev game_engine
47,159,2.5,work code graphic_intensive game_dev game_engine
47,160,5.0,work code graphic_intensive game_dev game_engine
48,161,2.5,work code graphic_intensive game_dev game_engine
48,162,4.0,work code graphic_intensive game_dev game_engine
48,163,5.0,work code graphic_intensive artist vector
48,164,2.5,work code graphic_intensive artist vector
48,165,3.0,work code graphic_intensive artist vector
48,166,2.5,work code graphic_intensive artist vector
48,167,1.5,work code graphic_intensive artist vector
48,168,4.0,work code graphic_intensive artist animator
48,169,5.0,work code graphic_intensive artist animator
49,170,4.5,work graphic_intensive artist animator
49,171,5.0,work code graphic_intensive artist animator industry
50,172,4.0,work code graphic_intensive artist animator
51,173,5.0,work code data_intensive scientist research school
51,174,2.0,work code data_intensive scientist research
51,175,1.5,work code data_intensive scientist research
51,176,4.5,work code data_intensive scientist research
51,177,1.5,work code data_intensive scientist research
51,178,5.0,work code data_intensive scientist industry
51,179,5.0,work code data_intensive scientist industry industry
51,180,3.5,work code data_intensive scientist industry
51,181,4.5,work code data_intensive scientist industry
51,182,2.5,work code data_intensive scientist industry
52,183,4.0,work code data_intensive engineer school
52,184,5.0,work code engineer school
52,185,5.0,work code data_intensive engineer school
52,186,5.0,work code data_intensive engineer school
52,187,5.0,work code data_intensive engineer school
52,188,5.0,work code data_intensive engineer industry
52,189,5.0,work code data_intensive engineer industry
52,190,2.5,work code data_intensive engineer industry
53,191,2.5,work code data_intensive engineer industry
53,192,4.5,work code data_intensive engineer
54,193,0.5,work admin advance_usage comm high_end_user
54,194,2.5,work admin advance_usage comm high_end_user
54,195,3.0,work admin advance_usage comm high_end_user low_end_user
54,196,5.0,work admin advance_usage comm high_end_user
54,197,3.5,work admin advance_usage comm high_end_user
54,198,5.0,work admin advance_usage comm high_end_user
54,199,5.0,work admin advance_usage comm low_end_user
54,200,5.0,work admin advance_usage comm low_end_user
54,201,1.5,work admin advance_usage data operator
54,202,4.5,work admin advance_usage data system_admin
55,203,5.0,work admin simple_usage word_processing student
55,204,2.5,work admin simple_usage word_processing industry
55,205,3.5,work admin simple_usage pos small_business
55,206,1.5,work admin simple_usage pos large_business
55,207,1.0,casual gaming hardcore repetitive
55,208,4.5,gaming hardcore strategic
55,209,3.5,casual gaming softcore real_time
55,210,3.0,casual gaming softcore casino_games
55,211,5.0,casual applications browsing media pictures
55,212,3.0,casual applications browsing media video
55,213,5.0,casual applications browsing
55,214,2.5,casual applications browsing website social
55,215,4.5,work code graphic_intensive game_dev
55,216,4.5,work code graphic_intensive game_dev graphic_design
55,217,2.5,work code graphic_intensive game_dev graphic_design
55,218,3.5,work code graphic_intensive game_dev graphic_design
56,219,1.5,work code graphic_intensive game_dev graphic_design
56,220,3.5,work code graphic_intensive game_dev game_engine
56,221,4.0,work code graphic_intensive game_dev game_engine
56,222,2.0,work code game_dev game_engine
56,223,3.0,work code graphic_intensive game_dev game_engine
56,224,2.0,code graphic_intensive game_dev game_engine
56,225,3.5,work code graphic_intensive game_dev game_engine
57,226,2.0,work code graphic_intensive artist vector school
57,227,4.5,work graphic_intensive artist vector
58,228,0.5,work code graphic_intensive artist vector
58,229,4.5,work code graphic_intensive artist vector
58,230,3.0,work code graphic_intensive artist vector
58,231,5.0,work code graphic_intensive artist animator
58,232,5.0,work code graphic_intensive artist animator
58,233,3.5,work code graphic_intensive artist animator
58,234,1.5,work code graphic_intensive artist animator
58,235,2.5,work graphic_intensive animator
58,236,3.5,work code data_intensive scientist research
59,237,2.0,work code data_intensive scientist research
59,238,2.5,work code data_intensive scientist research
59,239,4.5,work code data_intensive scientist research
59,240,5.0,work code data_intensive scientist research
59,241,2.5,work code data_intensive scientist industry
59,242,5.0,work code data_intensive scientist industry
59,243,3.5,work code data_intensive scientist industry
59,244,3.5,work code data_intensive industry
59,245,3.5,work code data_intensive scientist industry
59,246,4.0,work code data_intensive engineer school
59,247,1.5,work code data_intensive engineer school
60,248,1.5,work code data_intensive engineer school
60,249,3.5,work code data_intensive engineer school
60,250,3.0,work code data_intensive engineer school
60,251,3.0,work code data_intensive engineer industry
60,252,4.0,work code data_intensive engineer industry
60,253,4.0,work code data_intensive engineer industry
60,254,1.5,work code data_intensive engineer industry
60,255,5.0,work code data_intensive engineer industry
60,256,2.0,work admin advance_usage comm high_end_user
60,257,5.0,work admin advance_usage comm high_end_user
60,258,3.5,admin advance_usage comm high_end_user
60,259,5.0,work admin advance_usage comm high_end_user
60,260,3.5,work admin advance_usage comm high_end_user
61,261,2.0,work admin advance_usage comm high_end_user
61,262,4.0,work admin advance_usage comm low_end_user
61,263,4.0,work admin advance_usage comm low_end_user
61,264,3.5,admin advance_usage comm low_end_user
62,265,2.5,work admin advance_usage comm low_end_user
62,266,5.0,work admin advance_usage comm low_end_user
62,267,2.0,work admin advance_usage data operator
62,268,3.0,work admin advance_usage data operator
62,269,5.0,work admin advance_usage data operator
62,270,5.0,work admin advance_usage data operator
62,271,5.0,work admin advance_usage data operator
62,272,2.0,work admin advance_usage data system_admin
63,273,4.0,work admin advance_usage data system_admin low_end_user
63,274,3.0,work admin advance_usage data system_admin
63,275,4.5,work admin advance_usage data system_admin
63,276,5.0,work admin advance_usage data system_admin
63,277,3.0,work admin advance_usage data system_admin
63,278,2.0,work admin word_processing student
63,279,3.5,work admin simple_usage word_processing student
63,280,2.5,work admin simple_usage word_processing student
63,281,2.0,work admin simple_usage word_processing student
63,282,5.0,work admin simple_usage word_processing student
63,283,1.5,work admin simple_usage word_processing industry
64,284,2.5,work admin simple_usage word_processing industry
64,285,3.5,work admin simple_usage word_processing industry
64,286,2.5,work admin simple_usage word_processing
64,287,5.0,work admin simple_usage word_processing industry
64,288,4.0,work admin simple_usage pos small_business large_business
64,289,4.0,work admin simple_usage pos small_business
64,290,2.5,work admin simple_usage pos small_business
64,291,5.0,work admin simple_usage pos small_business
64,292,5.0,work admin simple_usage pos small_business
64,293,5.0,work admin simple_usage pos small_business
64,294,5.0,work admin pos large_business
64,295,4.5,work admin simple_usage pos large_business
64,296,5.0,work admin simple_usage pos large_business
65,297,4.0,work simple_usage pos large_business
65,298,1.5,work admin simple_usage pos large_business
65,299,0.5,gaming hardcore repetitive
65,300,4.0,casual gaming hardcore repetitive
65,301,5.0,casual gaming hardcore repetitive
65,302,5.0,casual gaming hardcore repetitive
